Model,Class Weight,Threshold,Validation Accuracy,Validation Precision,Validation Recall,Validation F1,Validation ROC-AUC,Test Accuracy,Test Precision,Test Recall,Test F1,Test ROC-AUC
Random Forest,"{0:1, 1:7}",0.51,0.8798977264874577,0.14909090909090908,0.2652005174644243,0.1908752327746741,0.6390894356302097,0.8501934770591487,0.04981412639405204,0.07001044932079414,0.05821025195482189,0.4037231745678299
